ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-02 06:00:00,530.1431042918202,450.38613253847905,618.1367644253796,530.1431042918202,530.1431042918202,5.731939837944237,5.731939837944237,5.731939837944237,-70.77626455054822,-70.77626455054822,-70.77626455054822,76.50820438849244,76.50820438849244,76.50820438849244,0.0,0.0,0.0,535.8750441297644
2025-01-02 07:00:00,530.1908795870734,502.4016594558606,668.3335959470614,530.1908795870734,530.1908795870734,54.75481056289464,54.75481056289464,54.75481056289464,-22.352343727708444,-22.352343727708444,-22.352343727708444,77.10715429060309,77.10715429060309,77.10715429060309,0.0,0.0,0.0,584.945690149968
2025-01-02 08:00:00,530.2386548823265,567.2457282398649,740.7184175616171,530.2386548823265,530.2386548823265,120.86843049786297,120.86843049786297,120.86843049786297,43.05369123398854,43.05369123398854,43.05369123398854,77.81473926387443,77.81473926387443,77.81473926387443,0.0,0.0,0.0,651.1070853801895
2025-01-02 09:00:00,530.2864301775796,633.9395833941694,796.4047409632271,530.2864301775796,530.2864301775796,184.18960616612407,184.18960616612407,184.18960616612407,105.56067616365279,105.56067616365279,105.56067616365279,78.62893000247126,78.62893000247126,78.62893000247126,0.0,0.0,0.0,714.4760363437038
2025-01-02 10:00:00,530.3342054728327,675.333834208307,847.9784651622821,530.3342054728327,530.3342054728327,229.18015970714563,229.18015970714563,229.18015970714563,149.63514329512938,149.63514329512938,149.63514329512938,79.54501641201628,79.54501641201628,79.54501641201628,0.0,0.0,0.0,759.5143651799783
2025-01-02 11:00:00,530.3819807680858,701.1807541987952,869.307453202772,530.3819807680858,530.3819807680858,252.71589294658347,252.71589294658347,252.71589294658347,172.16043063689392,172.16043063689392,172.16043063689392,80.55546230968955,80.55546230968955,80.55546230968955,0.0,0.0,0.0,783.0978737146693
2025-01-02 12:00:00,530.4297560633389,713.3109509107823,879.8996389400028,530.4297560633389,530.4297560633389,260.1847164161201,260.1847164161201,260.1847164161201,178.53491848083937,178.53491848083937,178.53491848083937,81.64979793528076,81.64979793528076,81.64979793528076,0.0,0.0,0.0,790.614472479459
2025-01-02 13:00:00,530.477531358592,700.8439325094009,878.0177059383635,530.477531358592,530.477531358592,255.12897082732636,255.12897082732636,255.12897082732636,172.3144178234811,172.3144178234811,172.3144178234811,82.81455300384523,82.81455300384523,82.81455300384523,0.0,0.0,0.0,785.6065021859184
2025-01-02 14:00:00,530.5253066538452,683.3893063834361,850.0274180507101,530.5253066538452,530.5253066538452,233.93857562696155,233.93857562696155,233.93857562696155,149.9053431136529,149.9053431136529,149.9053431136529,84.03323251330865,84.03323251330865,84.03323251330865,0.0,0.0,0.0,764.4638822808067
2025-01-02 15:00:00,530.5730819490982,635.4830276046205,808.9726354939414,530.5730819490982,530.5730819490982,191.29559804416434,191.29559804416434,191.29559804416434,106.0092610815107,106.0092610815107,106.0092610815107,85.28633696265362,85.28633696265362,85.28633696265362,0.0,0.0,0.0,721.8686799932625
2025-01-02 16:00:00,530.6208572443513,578.5202334462444,744.3118214845698,530.6208572443513,530.6208572443513,130.47169373591058,130.47169373591058,130.47169373591058,43.920265686898304,43.920265686898304,43.920265686898304,86.55142804901227,86.55142804901227,86.55142804901227,0.0,0.0,0.0,661.0925509802619
2025-01-02 17:00:00,530.6686325396045,515.3766513152844,681.1337625736275,530.6686325396045,530.6686325396045,67.00457243343055,67.00457243343055,67.00457243343055,-20.798667873722195,-20.798667873722195,-20.798667873722195,87.80324030715276,87.80324030715276,87.80324030715276,0.0,0.0,0.0,597.673204973035
2025-01-02 18:00:00,530.7164078348576,464.9916795064675,640.7503377155989,530.7164078348576,530.7164078348576,20.483658479674723,20.483658479674723,20.483658479674723,-68.5301800503986,-68.5301800503986,-68.5301800503986,89.01383853007333,89.01383853007333,89.01383853007333,0.0,0.0,0.0,551.2000663145324
2025-01-02 19:00:00,530.7641831301106,444.5994283014401,619.3187903862889,530.7641831301106,530.7641831301106,1.0526333313453902,1.0526333313453902,1.0526333313453902,-89.10018685309161,-89.10018685309161,-89.10018685309161,90.152820184437,90.152820184437,90.152820184437,0.0,0.0,0.0,531.816816461456
2025-01-02 20:00:00,530.8119584253637,443.4433279670609,618.91111678391,530.8119584253637,530.8119584253637,2.90437552411586,2.90437552411586,2.90437552411586,-88.28318588958653,-88.28318588958653,-88.28318588958653,91.18756141370238,91.18756141370238,91.18756141370238,0.0,0.0,0.0,533.7163339494796
2025-01-02 21:00:00,530.8597337206169,461.896884905548,631.5044198545702,530.8597337206169,530.8597337206169,10.728632023491512,10.728632023491512,10.728632023491512,-81.35487258260552,-81.35487258260552,-81.35487258260552,92.08350460609701,92.08350460609701,92.08350460609701,0.0,0.0,0.0,541.5883657441084
2025-01-02 22:00:00,530.90750901587,461.4103225893966,627.3929335940255,530.90750901587,530.90750901587,12.912067313062174,12.912067313062174,12.912067313062174,-79.89241759689232,-79.89241759689232,-79.89241759689232,92.8044849099545,92.8044849099545,92.8044849099545,0.0,0.0,0.0,543.8195763289322
2025-01-02 23:00:00,530.9552843111231,451.1188525373746,623.6291556017828,530.9552843111231,530.9552843111231,9.239296323079488,9.239296323079488,9.239296323079488,-84.0737961961337,-84.0737961961337,-84.0737961961337,93.31309251921319,93.31309251921319,93.31309251921319,0.0,0.0,0.0,540.1945806342027
2025-01-03 00:00:00,531.0030596063762,455.5969851255873,624.7420703206507,531.0030596063762,531.0030596063762,6.770893404570533,6.770893404570533,6.770893404570533,-86.80017360407594,-86.80017360407594,-86.80017360407594,93.57106700864647,93.57106700864647,93.57106700864647,0.0,0.0,0.0,537.7739530109467
2025-01-03 01:00:00,531.0508349016293,454.0227279787331,622.7777115081004,531.0508349016293,531.0508349016293,9.440356800079087,9.440356800079087,9.440356800079087,-84.09936271839902,-84.09936271839902,-84.09936271839902,93.53971951847811,93.53971951847811,93.53971951847811,0.0,0.0,0.0,540.4911917017084
2025-01-03 02:00:00,531.0986101968823,460.6197063259779,626.5538462975909,531.0986101968823,531.0986101968823,12.838753926527627,12.838753926527627,12.838753926527627,-80.34162421153951,-80.34162421153951,-80.34162421153951,93.18037813806713,93.18037813806713,93.18037813806713,0.0,0.0,0.0,543.9373641234099
2025-01-03 03:00:00,531.1463854921356,461.3522788158132,626.0489656834343,531.1463854921356,531.1463854921356,9.811486510453456,9.811486510453456,9.811486510453456,-82.64336494208798,-82.64336494208798,-82.64336494208798,92.45485145254142,92.45485145254142,92.45485145254142,0.0,0.0,0.0,540.957872002589
2025-01-03 04:00:00,531.1941607873886,445.78815755401826,622.1269753865818,531.1941607873886,531.1941607873886,0.9003889782587362,0.9003889782587362,0.9003889782587362,-90.42551591256637,-90.42551591256637,-90.42551591256637,91.32590489082511,91.32590489082511,91.32590489082511,0.0,0.0,0.0,532.0945497656473
2025-01-03 05:00:00,531.2419360826417,445.7267570796289,614.278735291642,531.2419360826417,531.2419360826417,-1.8644465726726003,-1.8644465726726003,-1.8644465726726003,-91.62219081275265,-91.62219081275265,-91.62219081275265,89.75774424008004,89.75774424008004,89.75774424008004,0.0,0.0,0.0,529.3774895099691
2025-01-03 06:00:00,531.2897113778948,461.64938736467366,638.3097760470752,531.2897113778948,531.2897113778948,16.94023595966945,16.94023595966945,16.94023595966945,-70.77626454997156,-70.77626454997156,-70.77626454997156,87.71650050964101,87.71650050964101,87.71650050964101,0.0,0.0,0.0,548.2299473375642
2025-01-03 07:00:00,531.3374866731479,513.4921646927404,679.9872543191526,531.3374866731479,531.3374866731479,62.81836646234984,62.81836646234984,62.81836646234984,-22.352343726722022,-22.352343726722022,-22.352343726722022,85.17071018907188,85.17071018907188,85.17071018907188,0.0,0.0,0.0,594.1558531354976
2025-01-03 08:00:00,531.3852619684011,565.7961528364851,742.6427279956554,531.3852619684011,531.3852619684011,125.14547613435595,125.14547613435595,125.14547613435595,43.053691231350584,43.053691231350584,43.053691231350584,82.09178490300535,82.09178490300535,82.09178490300535,0.0,0.0,0.0,656.530738102757
2025-01-03 09:00:00,531.4330372636541,632.8943399450297,803.4221418476827,531.4330372636541,531.4330372636541,184.0151406502204,184.0151406502204,184.0151406502204,105.56067616455654,105.56067616455654,105.56067616455654,78.45446448566388,78.45446448566388,78.45446448566388,0.0,0.0,0.0,715.4481779138745
2025-01-03 10:00:00,531.4808125589072,668.7420462091208,838.8778128255171,531.4808125589072,531.4808125589072,223.87239089197604,223.87239089197604,223.87239089197604,149.63514329567036,149.63514329567036,149.63514329567036,74.23724759630566,74.23724759630566,74.23724759630566,0.0,0.0,0.0,755.3532034508833
2025-01-03 11:00:00,531.5285878541603,681.986877199253,856.9598254320472,531.5285878541603,531.5285878541603,241.58322481241942,241.58322481241942,241.58322481241942,172.16043063637056,172.16043063637056,172.16043063637056,69.42279417604888,69.42279417604888,69.42279417604888,0.0,0.0,0.0,773.1118126665797
2025-01-03 12:00:00,531.5763631494134,684.8785262152738,861.6391284413879,531.5763631494134,531.5763631494134,242.5332127543234,242.5332127543234,242.5332127543234,178.53491848083607,178.53491848083607,178.53491848083607,63.998294273487254,63.998294273487254,63.998294273487254,0.0,0.0,0.0,774.1095759037368
2025-01-03 13:00:00,531.6241384446665,676.2516448292482,847.5307826529521,531.6241384446665,531.6241384446665,230.270215946243,230.270215946243,230.270215946243,172.31441782326183,172.31441782326183,172.31441782326183,57.95579812298122,57.95579812298122,57.95579812298122,0.0,0.0,0.0,761.8943543909095
2025-01-03 14:00:00,531.6719137399197,646.1347671300116,818.4126510335184,531.6719137399197,531.6719137399197,201.197845803569,201.197845803569,201.197845803569,149.9053431149326,149.9053431149326,149.9053431149326,51.29250268863641,51.29250268863641,51.29250268863641,0.0,0.0,0.0,732.8697595434887
2025-01-03 15:00:00,531.7196890351728,598.3872682567799,768.271548793727,531.7196890351728,531.7196890351728,150.02025146116154,150.02025146116154,150.02025146116154,106.00926108365088,106.00926108365088,106.00926108365088,44.010990377510645,44.010990377510645,44.010990377510645,0.0,0.0,0.0,681.7399404963344
2025-01-03 16:00:00,531.7674643304258,530.6871133397647,701.4083007486179,531.7674643304258,531.7674643304258,80.03968180730327,80.03968180730327,80.03968180730327,43.92026568951388,43.92026568951388,43.92026568951388,36.119416117789385,36.119416117789385,36.119416117789385,0.0,0.0,0.0,611.8071461377291
2025-01-03 17:00:00,531.8152396256789,450.55327373236156,627.7520272900966,531.8152396256789,531.8152396256789,6.832971659828717,6.832971659828717,6.832971659828717,-20.798667874690942,-20.798667874690942,-20.798667874690942,27.63163953451965,27.63163953451965,27.63163953451965,0.0,0.0,0.0,538.6482112855076
2025-01-03 18:00:00,531.8630149209321,391.10325626006704,566.2626996358679,531.8630149209321,531.8630149209321,-49.96288046157709,-49.96288046157709,-49.96288046157709,-68.53018004904673,-68.53018004904673,-68.53018004904673,18.567299587469645,18.567299587469645,18.567299587469645,0.0,0.0,0.0,481.900134459355
2025-01-03 19:00:00,531.9107902161852,365.0257222949757,529.481922511076,531.9107902161852,531.9107902161852,-80.14835720694683,-80.14835720694683,-80.14835720694683,-89.10018685278962,-89.10018685278962,-89.10018685278962,8.951829645842807,8.951829645842807,8.951829645842807,0.0,0.0,0.0,451.7624330092384
2025-01-03 20:00:00,531.9585655114382,355.69525487389,524.1345289491362,531.9585655114382,531.9585655114382,-89.46677421204942,-89.46677421204942,-89.46677421204942,-88.2831858894828,-88.2831858894828,-88.2831858894828,-1.1835883225666295,-1.1835883225666295,-1.1835883225666295,0.0,0.0,0.0,442.4917912993888
2025-01-03 21:00:00,532.0063408066914,347.43234277219426,527.911204935027,532.0063408066914,532.0063408066914,-93.1570036971529,-93.1570036971529,-93.1570036971529,-81.35487258251345,-81.35487258251345,-81.35487258251345,-11.802131114639446,-11.802131114639446,-11.802131114639446,0.0,0.0,0.0,438.84933710953845
2025-01-03 22:00:00,532.0541161019445,351.6928125065754,519.5004982341967,532.0541161019445,532.0541161019445,-102.75392072813501,-102.75392072813501,-102.75392072813501,-79.8924175968039,-79.8924175968039,-79.8924175968039,-22.86150313133112,-22.86150313133112,-22.86150313133112,0.0,0.0,0.0,429.30019537380946
2025-01-03 23:00:00,532.1018913971976,323.5842966536452,503.9501777215358,532.1018913971976,532.1018913971976,-118.38796212512143,-118.38796212512143,-118.38796212512143,-84.07379619620792,-84.07379619620792,-84.07379619620792,-34.31416592891351,-34.31416592891351,-34.31416592891351,0.0,0.0,0.0,413.7139292720762
2025-01-04 00:00:00,532.1496666924508,311.03598564547553,486.74267402457366,532.1496666924508,532.1496666924508,-132.90780058841773,-132.90780058841773,-132.90780058841773,-86.80017360407176,-86.80017360407176,-86.80017360407176,-46.107626984345956,-46.107626984345956,-46.107626984345956,0.0,0.0,0.0,399.241866104033
2025-01-04 01:00:00,532.1974419877038,300.8413988684269,476.59536745104424,532.1974419877038,532.1974419877038,-142.28414821265702,-142.28414821265702,-142.28414821265702,-84.09936271832255,-84.09936271832255,-84.09936271832255,-58.184785494334484,-58.184785494334484,-58.184785494334484,0.0,0.0,0.0,389.9132937750468
2025-01-04 02:00:00,532.2452172829569,289.64934898365743,465.1417902234123,532.2452172829569,532.2452172829569,-150.82595655551864,-150.82595655551864,-150.82595655551864,-80.3416242115109,-80.3416242115109,-80.3416242115109,-70.48433234400774,-70.48433234400774,-70.48433234400774,0.0,0.0,0.0,381.41926072743826
2025-01-04 03:00:00,532.29299257821,278.41827535476165,448.02867475183376,532.29299257821,532.29299257821,-165.58456566670714,-165.58456566670714,-165.58456566670714,-82.64336494219255,-82.64336494219255,-82.64336494219255,-82.94120072451459,-82.94120072451459,-82.94120072451459,0.0,0.0,0.0,366.7084269115029
2025-01-04 04:00:00,532.3407678734632,262.0657757609065,433.8999890190517,532.3407678734632,532.3407678734632,-185.91257916311832,-185.91257916311832,-185.91257916311832,-90.4255159126739,-90.4255159126739,-90.4255159126739,-95.48706325044441,-95.48706325044441,-95.48706325044441,0.0,0.0,0.0,346.42818871034484
2025-01-04 05:00:00,532.3885431687162,246.33995462204814,415.7037063236841,532.3885431687162,532.3885431687162,-199.67306170515195,-199.67306170515195,-199.67306170515195,-91.62219081262876,-91.62219081262876,-91.62219081262876,-108.05087089252315,-108.05087089252315,-108.05087089252315,0.0,0.0,0.0,332.71548146356423
2025-01-04 06:00:00,532.4363184639693,256.85005745654126,422.30618514895735,532.4363184639693,532.4363184639693,-191.33569303429454,-191.33569303429454,-191.33569303429454,-70.77626454939491,-70.77626454939491,-70.77626454939491,-120.55942848489961,-120.55942848489961,-120.55942848489961,0.0,0.0,0.0,341.1006254296748
2025-01-04 07:00:00,532.4840937592224,286.88415596110644,461.25372697793773,532.4840937592224,532.4840937592224,-155.29034483049685,-155.29034483049685,-155.29034483049685,-22.35234372573561,-22.35234372573561,-22.35234372573561,-132.93800110476127,-132.93800110476127,-132.93800110476127,0.0,0.0,0.0,377.1937489287256
2025-01-04 08:00:00,532.5318690544756,342.6820892628418,513.5883398034015,532.5318690544756,532.5318690544756,-102.0572540190075,-102.0572540190075,-102.0572540190075,43.0536912324602,43.0536912324602,43.0536912324602,-145.1109452514677,-145.1109452514677,-145.1109452514677,0.0,0.0,0.0,430.4746150354681
2025-01-04 09:00:00,532.5796443497287,396.40683366167195,562.7981954688954,532.5796443497287,532.5796443497287,-51.441682224846964,-51.441682224846964,-51.441682224846964,105.56067616545216,105.56067616545216,105.56067616545216,-157.00235839029912,-157.00235839029912,-157.00235839029912,0.0,0.0,0.0,481.13796212488177
2025-01-04 10:00:00,532.6274196449817,424.04479046258,600.0311263044562,532.6274196449817,532.6274196449817,-18.901596867425376,-18.901596867425376,-18.901596867425376,149.63514329620796,149.63514329620796,149.63514329620796,-168.5367401636333,-168.5367401636333,-168.5367401636333,0.0,0.0,0.0,513.7258227775563
2025-01-04 11:00:00,532.6751949402349,443.1299324124255,609.7213729057653,532.6751949402349,532.6751949402349,-7.479227788042101,-7.479227788042101,-7.479227788042101,172.16043063658677,172.16043063658677,172.16043063658677,-179.63965842462886,-179.63965842462886,-179.63965842462886,0.0,0.0,0.0,525.1959671521928
2025-01-04 12:00:00,532.7229702354879,437.82812355842435,610.1696682916232,532.7229702354879,532.7229702354879,-11.703494625797878,-11.703494625797878,-11.703494625797878,178.5349184808338,178.5349184808338,178.5349184808338,-190.23841310663164,-190.23841310663164,-190.23841310663164,0.0,0.0,0.0,521.01947560969
2025-01-04 13:00:00,532.7707455307411,416.26122318732814,584.817849895092,532.7707455307411,532.7707455307411,-27.948273100139346,-27.948273100139346,-27.948273100139346,172.31441782304256,172.31441782304256,172.31441782304256,-200.26269092318188,-200.26269092318188,-200.26269092318188,0.0,0.0,0.0,504.8224724306018
2025-01-04 14:00:00,532.8185208259941,387.9691168895363,559.6197674439034,532.8185208259941,532.8185208259941,-59.73986085916441,-59.73986085916441,-59.73986085916441,149.90534311439356,149.90534311439356,149.90534311439356,-209.645203973558,-209.645203973558,-209.645203973558,0.0,0.0,0.0,473.0786599668297
2025-01-04 15:00:00,532.8662961212473,333.0536069573772,506.78275699971783,532.8662961212473,532.8662961212473,-112.3130443570001,-112.3130443570001,-112.3130443570001,106.00926108275688,106.00926108275688,106.00926108275688,-218.32230543975697,-218.32230543975697,-218.32230543975697,0.0,0.0,0.0,420.5532517642472
2025-01-04 16:00:00,532.9140714165004,261.0073387245677,430.01794795716427,532.9140714165004,532.9140714165004,-182.3143100839327,-182.3143100839327,-182.3143100839327,43.92026568840624,43.92026568840624,43.92026568840624,-226.23457577233893,-226.23457577233893,-226.23457577233893,0.0,0.0,0.0,350.5997613325677
2025-01-04 17:00:00,532.9618467117534,192.8317143753646,361.08054238840344,532.9618467117534,532.9618467117534,-254.1260409602943,-254.1260409602943,-254.1260409602943,-20.79866787237533,-20.79866787237533,-20.79866787237533,-233.32737308791894,-233.32737308791894,-233.32737308791894,0.0,0.0,0.0,278.83580575145913
2025-01-04 18:00:00,533.0096220070066,133.55118964722132,307.7646262714066,533.0096220070066,533.0096220070066,-308.0815218794382,-308.0815218794382,-308.0815218794382,-68.53018004961433,-68.53018004961433,-68.53018004961433,-239.55134182982383,-239.55134182982383,-239.55134182982383,0.0,0.0,0.0,224.92810012756837
2025-01-04 19:00:00,533.0573973022597,111.12837917481329,285.11935584876,533.0573973022597,533.0573973022597,-333.9630610432691,-333.9630610432691,-333.9630610432691,-89.10018685291944,-89.10018685291944,-89.10018685291944,-244.86287419034963,-244.86287419034963,-244.86287419034963,0.0,0.0,0.0,199.0943362589906
